sort_4.24,farm,cow,quarter,cowid_quarter,cow_id_quarter_visit,visit,disclude_noDIM,disclude_noSCC,disclude_mixed_infection,lactation,DIM,hygiene_score,IMI_NAS_or_MAM,IMI_NAS_only,IMI_S_chromogenes,IMI_S_haemolyticus,IMI_S_simulans,IMI_S_equorum,IMI_S_agnetis,IMI_S_devriesei,IMI_S_warneri,IMI_S_xylosus,IMI_M_sciuri,IMI_S_auricularis,IMI_S_capitis,IMI_S_cohnii,IMI_S_epidermidis,IMI_M_fleurettii,IMI_S_gallinarum,IMI_S_hominis,IMI_S_pseudintermedius,IMI_S_saprophyticus,IMI_S_succinus,IMI_S_hyicus,IMI_M_vitilinus,IMI_staphylococcus_aureus,positive_for_IMI,date,farm_1,order,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present,additional_disclude_genIMI,actually_disclude,disclude_cant_determine_status,disclude_blind,disclude_dupmissing,disclude_samplingerror,disclude_contam,IMI_2014env,IMI_2014opp,IMI_2014host,IMI_2017rel,IMI_2017host,IMI_2017env,quarter_position_dup,lactation_dup,lact_grp,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp,ind_hygiene_a,ind_hygiene_b,ind_hygiene_avg,IMI_acinetobacter_species,IMI_aerococcus_species,IMI_aerococcus_viridans,IMI_brachybacterium_species,IMI_brevibacterium_epidermidis,IMI_candida_rugosa,IMI_corynebacterium_amycolatum,IMI_corynebacterium_callunae,IMI_corynebacterium_casei,IMI_corynebacterium_confusum,IMI_corynebacterium_glutamicum,IMI_corynebacterium_species,IMI_corynebacterium_stationis,IMI_corynebacterium_ulcerans,IMI_corynebacterium_variabile,IMI_corynebacterium_xerosis,IMI_e_coli,IMI_enterobacter_species,IMI_enterococcus_saccharolyticus,IMI_glutamicibacter_arilaitensis,IMI_gram_neg_noncoliform_organism_rods,IMI_gram_positive_cocci,IMI_gram_positive_org,IMI_gram_positive_rod,IMI_klebsiella_aerogenes,IMI_klebsiella_pneumoniae,IMI_klebsiella_variicola,IMI_kocuria_carniphila,IMI_kocuria_palustris,IMI_kocuria_species,IMI_leuconostoc_mesenteroides,IMI_macrococcus_canis,IMI_microbacterium_species,IMI_micrococcus_species,IMI_moraxella_osloensis,IMI_moraxella_species,IMI_pseudomonas_aeruginosa,IMI_pseudomonas_fluorescens,IMI_pseudomonas_species,IMI_psychrobacter_pasteurii,IMI_psychrobacter_species,IMI_serratia_marcescens,IMI_staphylococcus_agnetis,IMI_staphylococcus_chromogenes,IMI_staphylococcus_epidermidis,IMI_staphylococcus_equorum,IMI_staphylococcus_haemolyticus,IMI_staphylococcus_hominis,IMI_staphylococcus_sciuri,IMI_staphylococcus_simulans,IMI_streptococcus_canis,IMI_streptococcus_dysgalactiae,IMI_streptococcus_species,IMI_streptococcus_uberis,IMI_wautersiella_falsenii,IMI_weissella_cibaria,IMI_weissella_hellenica,IMI_no_id,quarter_code_dup,sum_IMI_species,gen_IMI_due_to,any_IMI
2582,OughtaBe,honey_OughtaBe,LF,honey_OughtaBe_LF,honey_OughtaBe_LF_first,first,0,0,0,2,216,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3.2020,OughtaBe,31,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,4,c,3,8000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,2,second,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,4,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2583,BJ,708_BJ,LH,708_BJ_LH,708_BJ_LH_first,first,0,0,0,3,172,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17.2019,BJ,22,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,4,c,4,9000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2584,Swallowdale,shelly_Swallowdale,LF,shelly_Swallowdale_LF,shelly_Swallowdale_LF_first,first,0,0,0,5,100,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.13.2019,Swallowdale,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,5,fourth_plus,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2585,Swallowdale,pledge_Swallowdale,LH,pledge_Swallowdale_LH,pledge_Swallowdale_LH_second,second,0,0,0,2,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22.2020,Swallowdale,32,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,NA,NA,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,2,second,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2586,StonyPond,brandy_StonyPond,LH,brandy_StonyPond_LH,brandy_StonyPond_LH_second,second,0,0,0,4,288,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10.2020,StonyPond,18,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,29000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,4,fourth_plus,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,2,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2587,Choiniere,19_Choiniere,LH,19_Choiniere_LH,19_Choiniere_LH_second,second,0,0,0,4,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21.2020,Choiniere,28,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,1,3000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,4,fourth_plus,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2588,BJ,757_BJ,LH,757_BJ_LH,757_BJ_LH_second,second,0,0,0,1,199,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29.2020,BJ,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,9000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2589,StonyPond,peggie_StonyPond,LF,peggie_StonyPond_LF,peggie_StonyPond_LF_second,second,0,0,0,6,289,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10.2020,StonyPond,13,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,46000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,6,fourth_plus,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,2,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2590,Swallowdale,rock7_Swallowdale,RF,rock7_Swallowdale_RF,rock7_Swallowdale_RF_second,second,0,0,0,6,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22.2020,Swallowdale,17,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,4000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,6,fourth_plus,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,2,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2591,Swallowdale,marta_Swallowdale,LH,marta_Swallowdale_LH,marta_Swallowdale_LH_second,second,0,0,0,5,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22.2020,Swallowdale,18,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,9000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,5,fourth_plus,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,2,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2592,Swallowdale,dorian_Swallowdale,RH,dorian_Swallowdale_RH,dorian_Swallowdale_RH_second,second,0,0,0,4,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22.2020,Swallowdale,19,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,24000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,4,fourth_plus,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,2,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2593,vonTrapp,hosana_vonTrapp,LH,hosana_vonTrapp_LH,hosana_vonTrapp_LH_second,second,0,0,0,1,114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12.2020,vonTrapp,35,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2594,Choiniere,8_Choiniere,RF,8_Choiniere_RF,8_Choiniere_RF_second,second,0,0,0,6,521,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21.2020,Choiniere,32,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,2,54000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,6,fourth_plus,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,1,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2595,BJ,722_BJ,RH,722_BJ_RH,722_BJ_RH_second,second,0,0,0,3,146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29.2020,BJ,29,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,15000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,3,third,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2596,BJ,713_BJ,LH,713_BJ_LH,713_BJ_LH_third,third,0,0,0,3,289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26.2020,BJ,27,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,1,c,1,180000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2597,Paddlebridge,loha32_Paddlebridge,LF,loha32_Paddlebridge_LF,loha32_Paddlebridge_LF_third,third,0,0,0,1,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20.2020,Paddlebridge,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,1,5000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1,first,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2598,Paddlebridge,shiela375_Paddlebridge,LF,shiela375_Paddlebridge_LF,shiela375_Paddlebridge_LF_third,third,0,0,0,3,261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20.2020,Paddlebridge,24,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,1,8000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2599,vonTrapp,gomora_vonTrapp,LH,gomora_vonTrapp_LH,gomora_vonTrapp_LH_third,third,0,0,0,1,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10.2020,vonTrapp,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,6000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2600,Butterworks,hawthorn_Butterworks,LH,hawthorn_Butterworks_LH,hawthorn_Butterworks_LH_third,third,0,0,0,5,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,16,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,2,c,1,28000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,5,fourth_plus,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2601,BJ,656_BJ,LF,656_BJ_LF,656_BJ_LF_third,third,0,0,0,5,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26.2020,BJ,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,3,c,3,64000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,5,fourth_plus,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2602,Glennview,200_Glennview,LF,200_Glennview_LF,200_Glennview_LF_third,third,0,0,0,1,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19.2020,Glennview,9,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,25000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1,first,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
2603,Choiniere,69_Choiniere,LF,69_Choiniere_LF,69_Choiniere_LF_third,third,0,0,0,6,168,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17.2020,Choiniere,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,3,NA,NA,3000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,6,fourth_plus,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,3,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,NA,0
